date,country,index_name,ticker,open,high,low,close,adjusted_close,volume,currency,source
2015-08-03,Singapore,Straits Times Index,^STI,3205.590087890625,3217.1298828125,3186.340087890625,3192.7900390625,3192.7900390625,376860600,SGD,yfinance
2015-08-04,Singapore,Straits Times Index,^STI,3192.330078125,3193.5400390625,3175.070068359375,3191.0400390625,3191.0400390625,518830800,SGD,yfinance
2015-08-05,Singapore,Straits Times Index,^STI,3179.169921875,3198.320068359375,3164.6201171875,3191.389892578125,3191.389892578125,431119400,SGD,yfinance
2015-08-06,Singapore,Straits Times Index,^STI,3194.389892578125,3196.659912109375,3180.8701171875,3196.659912109375,3196.659912109375,226060100,SGD,yfinance
2015-08-11,Singapore,Straits Times Index,^STI,3213.489990234375,3214.5,3148.340087890625,3153.06005859375,3153.06005859375,644175100,SGD,yfinance
2015-08-12,Singapore,Straits Times Index,^STI,3099.6298828125,3100.85009765625,3057.6201171875,3061.489990234375,3061.489990234375,503535200,SGD,yfinance
2015-08-13,Singapore,Straits Times Index,^STI,3068.909912109375,3103.489990234375,3063.60009765625,3091.780029296875,3091.780029296875,331804700,SGD,yfinance
2015-08-14,Singapore,Straits Times Index,^STI,3094.89990234375,3118.52001953125,3092.580078125,3114.25,3114.25,228618200,SGD,yfinance
2015-08-17,Singapore,Straits Times Index,^STI,3114.56005859375,3116.360107421875,3067.35009765625,3067.35009765625,3067.35009765625,269270700,SGD,yfinance
2015-08-18,Singapore,Straits Times Index,^STI,3076.860107421875,3084.830078125,3049.64990234375,3049.64990234375,3049.64990234375,302232500,SGD,yfinance
